Vibration iOSApp file: VibrationDatag500-2.csv
Source,Internal Gyroscope
Date and Time,2022-05-01 at 14:40:48
3,  Channels
2048, Points
50.000000, Sample Rate (Hz)
-88.322230, Longitude
36.297386, Latitude
0.000000, Speed (m/s)
Frequency Data State, Velocity
Time,Alpha,Beta,Gamma
7.43838739e+00,5.91514725e-03,6.83819875e-03,-5.55615313e-03
7.45854568e+00,5.81687642e-03,3.85572459e-03,-4.87385085e-03
7.47870350e+00,5.38837397e-03,4.69861506e-03,-3.14918789e-03
7.49886274e+00,6.16122317e-03,4.31538606e-03,-5.26427059e-03
7.51902056e+00,7.69680180e-03,1.84264116e-03,-5.46826841e-03
7.53917885e+00,4.55027679e-03,6.84086187e-03,-6.52208133e-03
7.55933666e+00,2.28419318e-03,4.80993511e-03,-3.44213564e-03
7.57949543e+00,4.05918993e-03,8.97485297e-04,-1.47379329e-03
7.59965372e+00,3.24559445e-03,6.40090741e-03,-2.73000635e-03
7.61981153e+00,7.18281185e-03,7.10478099e-03,-7.87044037e-03
7.63996983e+00,8.54235515e-03,5.58970869e-03,-7.58122047e-03
7.66012859e+00,8.80414434e-03,5.15588000e-03,-5.89970080e-03
7.68028641e+00,6.43686019e-03,3.25118704e-03,-4.57584346e-03
7.70044470e+00,6.42966991e-03,6.52474444e-03,-3.24639329e-03
7.72060251e+00,8.06911197e-03,4.95933834e-03,-4.91805933e-03
7.74076176e+00,3.01975827e-03,6.27387501e-03,-4.44481568e-03
7.76091957e+00,3.42349359e-03,5.57346363e-03,-4.95853974e-03
7.78107786e+00,4.31831554e-03,4.85387724e-03,-4.38143266e-03
7.80123568e+00,5.93378907e-03,6.10875897e-03,-2.55130837e-03
7.82139444e+00,5.79903321e-03,4.74655209e-03,-3.36783356e-03
7.84155273e+00,9.85982083e-03,5.73218800e-03,-3.74493701e-03
7.86171103e+00,8.92505143e-03,3.13800271e-03,-6.52101636e-03
7.88186932e+00,1.81121589e-03,8.83477088e-03,-5.53910853e-03
7.90202808e+00,4.02883021e-03,5.49543276e-03,-5.29622845e-03
7.92218590e+00,5.60302474e-03,6.23951992e-03,-5.34895901e-03
7.94234419e+00,6.91489782e-03,6.04697363e-03,-3.01576359e-03
7.96250105e+00,3.57342954e-03,-1.82160220e-04,-6.42966991e-03
7.98266029e+00,2.25702906e-03,2.42507458e-03,-3.88422050e-03
8.00281811e+00,2.71775597e-03,5.18277753e-03,-7.56098051e-03
8.02297592e+00,8.85687489e-03,2.44877650e-03,-7.40891416e-03
8.04313374e+00,5.91541314e-03,3.87942675e-03,-6.39558118e-03
8.06329346e+00,5.79850050e-03,6.73646573e-03,-5.31273987e-03
8.08345127e+00,7.90399592e-03,4.33109887e-03,-6.86802622e-03
8.10360909e+00,2.68553151e-03,3.40325362e-03,-3.56970099e-03
8.12376690e+00,3.91484657e-03,2.46928283e-03,-2.42347666e-03
8.14392567e+00,6.74205879e-03,4.37637279e-03,-3.48687684e-03
8.16408443e+00,4.13189456e-03,6.32926868e-03,-6.64565200e-03
8.18424225e+00,8.53782799e-03,5.07092522e-03,-3.69566865e-03
8.20440006e+00,3.22934915e-03,8.90001841e-03,-3.79606988e-03
8.22455883e+00,5.56440884e-03,4.16012388e-03,-8.38975608e-03
8.24471760e+00,6.94871973e-03,5.54070668e-03,-3.73188755e-03
8.26487541e+00,7.97084067e-03,4.78942879e-03,-5.23391040e-03
8.28503323e+00,5.25574852e-03,4.10313206e-03,-6.27893489e-03
8.30519199e+00,4.49408451e-03,8.63663107e-03,-5.96734509e-03
8.32534981e+00,5.64563507e-03,5.66827180e-03,-3.37395887e-03
8.34550858e+00,5.68398461e-03,1.90229598e-03,-4.61712247e-03
8.36566639e+00,9.46807023e-03,5.52419480e-03,-6.06428413e-03
8.38582516e+00,6.18652301e-03,5.31673478e-03,-1.93025917e-03
8.40598583e+00,7.30904564e-03,6.53140247e-03,-7.60518899e-03
8.42614460e+00,6.38412964e-03,6.45283936e-03,-4.25573159e-03
8.44630241e+00,4.40859701e-03,4.50766645e-03,-1.56354182e-03
8.46646023e+00,4.86293202e-03,7.31011061e-03,-4.36545350e-03
8.48661804e+00,2.35343538e-03,6.58812793e-03,-5.90076577e-03
8.50677681e+00,2.68340111e-03,6.86003640e-03,-7.69200828e-03
8.52693558e+00,7.85233080e-03,2.27061124e-03,-3.94254364e-03
8.54709339e+00,6.87708100e-03,6.97481865e-03,-4.21365350e-03
8.56725121e+00,6.19318103e-03,6.01208629e-03,-6.04670728e-03
8.58740997e+00,6.86003640e-03,3.57422838e-03,-7.10904226e-03
8.60756779e+00,8.48616287e-03,4.19794070e-03,-6.89385878e-03
8.62772655e+00,5.33537706e-03,5.40595083e-03,-6.83979644e-03
8.64788532e+00,5.68425097e-03,4.64694994e-03,-3.06050479e-03
8.66804314e+00,5.46214357e-03,5.52392891e-03,-4.14893869e-03
8.68820095e+00,6.78466912e-03,4.01205197e-03,-3.94920167e-03
8.70835876e+00,7.17775151e-03,5.94071345e-03,-5.28371148e-03
8.72851849e+00,6.79212622e-03,5.13350917e-03,-4.59288759e-03
8.74867630e+00,7.97217246e-03,2.90950341e-03,-7.88615271e-03
8.76883411e+00,6.31169183e-03,3.46397352e-03,-2.16328562e-03
8.78899193e+00,8.83903168e-03,2.80883606e-03,-4.36571985e-03
8.80915070e+00,7.41903391e-03,3.00058350e-03,-4.67544561e-03
8.82930946e+00,5.24083478e-03,4.07863129e-03,-5.85495960e-03
8.84946728e+00,4.32284316e-03,3.83548462e-03,-5.49942767e-03
8.86962509e+00,-2.23705538e-05,3.93908145e-03,-1.88871380e-03
8.88978386e+00,2.30230275e-03,2.51029572e-03,-7.14792404e-04
8.90994167e+00,3.35265347e-03,3.79500445e-03,-4.10046894e-03
8.93009949e+00,5.64563507e-03,3.26024182e-03,-8.09334684e-03
8.95025826e+00,6.35829708e-03,6.10556314e-03,-3.30338511e-03
8.97041702e+00,5.23976935e-03,4.39181877e-03,-4.68316860e-03
8.99057484e+00,5.67626162e-03,5.53511409e-03,-7.36044440e-03
9.01073265e+00,8.35087430e-03,4.60061058e-03,-3.49646411e-03
9.03089046e+00,6.33113272e-03,-1.40641537e-03,-4.30420088e-03
9.05105019e+00,5.20727877e-03,7.91225117e-03,-7.56177958e-03
9.07120800e+00,5.09915454e-03,3.73961078e-03,-4.31352202e-03
9.09136581e+00,3.62323062e-03,4.70500672e-03,-2.85490858e-03
9.11152363e+00,6.95857359e-03,2.95451097e-03,-4.07889765e-03
9.13168335e+00,5.02804806e-03,4.78010764e-03,-4.81126690e-03
9.15184116e+00,1.03775393e-02,5.14602615e-03,-5.89570589e-03
9.17199898e+00,6.76256511e-03,4.13535628e-03,-4.55134222e-03
9.19215679e+00,6.00729231e-03,5.26293879e-03,-6.99186325e-03
9.21231556e+00,1.01322625e-02,5.77107025e-03,-2.31668376e-03
9.23247433e+00,5.82406716e-03,1.87353382e-03,-6.11275341e-03
9.25263214e+00,6.27493998e-03,6.22141035e-03,-3.85519187e-03
9.27278996e+00,7.92157277e-03,7.09279673e-03,-4.90208063e-03
9.29294872e+00,4.73217107e-03,7.45738344e-03,-3.06396675e-03
9.31310654e+00,6.87867869e-03,4.36279038e-03,-5.02139004e-03
9.33326530e+00,7.19666015e-03,5.76334679e-03,-5.30155469e-03
9.35342312e+00,6.70131203e-03,5.00807445e-03,-7.75113050e-03
9.37358189e+00,7.28720753e-03,3.80272768e-03,-5.02511859e-03
9.39373970e+00,9.90749151e-03,4.22936631e-03,-5.70369186e-03
9.41389751e+00,4.22909996e-03,4.06185305e-03,-4.03788500e-03
9.43405628e+00,6.82221958e-03,6.37614029e-03,-3.45119042e-03
9.45421505e+00,5.47332875e-03,3.63920955e-03,-7.47922156e-03
9.47437286e+00,4.05519549e-03,8.77618138e-03,-5.52526023e-03
9.49453068e+00,4.01018793e-03,5.16626611e-03,-5.82033861e-03
9.51468849e+00,5.07784914e-03,3.13720363e-03,-5.49676456e-03
9.53484821e+00,3.86051834e-03,1.93265604e-03,-5.77746145e-03
9.55500603e+00,1.03863282e-02,7.86138512e-03,-6.45763287e-03
9.57516384e+00,6.98520523e-03,2.11747945e-03,-8.67205113e-03
9.59532166e+00,6.33326313e-03,6.96176942e-03,-4.08555521e-03
9.61548042e+00,6.60064491e-03,4.84508881e-03,-4.23202943e-03
9.63563919e+00,4.89995023e-03,6.96097035e-03,-6.61475956e-03
9.65579700e+00,4.64854762e-03,3.73321911e-03,-3.38833989e-03
9.67595482e+00,8.12610332e-03,4.13935119e-03,-4.32976708e-03
9.69611359e+00,3.59127275e-03,5.32925176e-03,-6.04564184e-03
9.71627140e+00,3.99127929e-03,4.60274145e-03,-3.18780378e-03
9.73643017e+00,4.36971476e-03,4.55453806e-03,-2.08845083e-03
9.75658798e+00,1.98512035e-03,3.97769734e-03,-6.16947887e-03
9.77674675e+00,6.68293657e-03,6.27227686e-03,-6.08718721e-03
9.79690456e+00,9.31174308e-03,5.31194126e-03,-5.31407166e-03
9.81706333e+00,6.67121867e-03,7.43261632e-03,-5.22006210e-03
9.83722115e+00,6.80783857e-03,5.42219589e-03,-1.62053353e-03
9.85737991e+00,6.74046052e-04,1.80296003e-04,-3.23840388e-04
9.87753868e+00,7.23021617e-03,3.97902913e-03,-4.48849145e-03
9.89769650e+00,7.37748900e-03,2.61043059e-03,-1.36220688e-03
9.91785431e+00,5.40728215e-03,2.07034149e-03,-1.67805783e-03
9.93801308e+00,8.66246410e-03,1.01599598e-03,-5.83844818e-03
9.95817089e+00,4.32444084e-03,-3.33694072e-04,-3.43041774e-03
9.97832966e+00,4.68237000e-03,1.09794140e-02,-6.56815432e-03
9.99848747e+00,7.96871074e-03,3.98009410e-03,-5.69037627e-03
1.00186462e+01,7.82729685e-03,9.41693783e-03,-6.46002963e-03
1.00388041e+01,2.70177680e-03,5.94444200e-03,-4.83550178e-03
1.00589619e+01,4.98330686e-03,7.33807404e-03,-4.19687573e-03
1.00791206e+01,4.90927091e-03,5.64776547e-03,-5.29356534e-03
1.00992794e+01,5.34469774e-03,1.10688964e-02,-6.06907764e-03
1.01194372e+01,5.26293879e-03,3.34599568e-03,-4.32417449e-03
1.01395950e+01,6.01714617e-03,3.03600356e-03,-6.74472190e-03
1.01597528e+01,6.54924568e-03,1.78804633e-03,-2.87674670e-03
1.01799126e+01,9.50695202e-03,7.42116477e-03,-2.34411447e-03
1.02000704e+01,3.68022220e-03,4.66159731e-03,-4.59421938e-03
1.02202282e+01,6.16601668e-03,6.10316638e-03,-3.77050345e-03
1.02403860e+01,7.63767958e-03,2.66822102e-03,-4.94895224e-03
1.02605448e+01,7.20491586e-03,5.21367043e-03,-6.53140247e-03
1.02807035e+01,7.61823868e-03,4.53323266e-03,-5.70023013e-03
1.03008614e+01,5.49330236e-03,4.15825984e-03,-1.69669988e-03
1.03210192e+01,3.83495190e-03,2.72308220e-03,-5.33963786e-03
1.03411779e+01,8.61133169e-03,8.21052585e-03,-5.42912027e-03
1.03613367e+01,5.08290902e-03,3.54466727e-03,-5.20781148e-03
1.03814945e+01,4.21445258e-03,4.47570859e-03,-5.55934850e-03
1.04016523e+01,7.72156939e-03,1.86794123e-03,-4.52311290e-03
1.04218111e+01,6.83127437e-03,8.57591163e-03,-4.60407278e-03
1.04419689e+01,7.36443931e-03,4.83736582e-03,-4.52444423e-03
1.04621277e+01,5.37585700e-03,3.95266386e-03,-6.78307144e-03
1.04822855e+01,4.80380980e-03,4.65706969e-03,-2.76249694e-03
1.05024443e+01,5.68771316e-03,4.66958666e-03,-2.65863375e-03
1.05226021e+01,9.39110480e-03,5.71141532e-03,-4.24987264e-03
1.05427599e+01,7.53461523e-03,4.39634640e-03,-7.37269502e-03
1.05629187e+01,5.64989634e-03,3.96038685e-03,-8.12157616e-03
1.05830774e+01,7.12209148e-03,6.58759521e-03,-4.04534163e-03
1.06032352e+01,1.71081466e-03,2.71269586e-03,-2.62055057e-03
1.06233931e+01,5.83338784e-03,8.13968573e-03,-6.60863426e-03
1.06435509e+01,5.97586716e-03,4.15346585e-03,-4.70340857e-03
1.06637106e+01,5.14948834e-03,3.18167848e-03,-5.35774743e-03
1.06838684e+01,8.00679345e-03,5.36334002e-03,-6.71010045e-03
1.07040262e+01,8.37617461e-03,5.92153845e-03,-5.56440884e-03
1.07241840e+01,1.82905898e-03,-9.55275900e-04,-2.12120777e-03
1.07443428e+01,6.98467251e-03,2.84505496e-03,-5.31566935e-03
1.07645016e+01,6.66669104e-03,2.93666776e-03,-7.08427466e-03
1.07846594e+01,4.68183728e-03,4.34840936e-03,-6.18892023e-03
1.08048172e+01,6.14764122e-03,6.18652301e-03,-3.14972061e-03
1.08249750e+01,5.49276965e-03,6.47627516e-03,-5.69623522e-03
1.08451338e+01,6.11941144e-03,1.99524034e-03,-2.92228675e-03
1.08652916e+01,9.78072546e-03,8.64541996e-03,-4.45307139e-03
1.08854494e+01,3.79553717e-03,2.73453374e-03,-3.72336549e-03
1.09056072e+01,7.79959979e-03,3.86717613e-03,-6.15163567e-03
1.09257669e+01,5.83525235e-03,6.27360865e-03,-4.55826661e-03
1.09459248e+01,3.37023032e-03,4.20992495e-03,-5.40168956e-03
1.09660826e+01,7.41131091e-03,5.14256395e-03,-3.47728934e-03
1.09862404e+01,4.31778282e-03,4.43895673e-03,-7.38388021e-03
1.10063992e+01,7.05418084e-03,5.33377891e-03,-5.47625823e-03
1.10265579e+01,8.61266255e-03,5.42139681e-03,-5.31993061e-03
1.10467157e+01,3.84107721e-03,5.87786268e-03,-3.95772373e-03
1.10668736e+01,6.79452298e-03,6.34125294e-03,-5.24616102e-03
1.10870323e+01,6.43233303e-03,5.18890284e-03,-2.12440360e-03
1.11071911e+01,3.84480553e-03,3.27036181e-03,-4.80780471e-03
1.11273489e+01,3.04346043e-03,4.16118931e-03,-4.29381477e-03
1.11475067e+01,3.69353802e-03,5.31194126e-03,-3.95532697e-03
1.11676655e+01,4.57797386e-03,8.50373972e-03,-3.30631458e-03
1.11878233e+01,6.21262193e-03,1.67592731e-03,-1.08390651e-03
1.12079821e+01,8.48989096e-03,7.34979194e-03,-6.53992454e-03
1.12281399e+01,3.80272768e-03,6.64458703e-03,-6.96842745e-03
1.12482986e+01,7.55858375e-03,8.50826688e-03,-5.71008353e-03
1.12684565e+01,7.13008130e-03,6.83393748e-03,-5.38704218e-03
1.12886143e+01,3.61390947e-03,2.19444465e-03,-2.55370513e-03
1.13087730e+01,4.37637279e-03,3.14146490e-03,-4.66079824e-03
1.13289318e+01,2.81522749e-03,7.47282989e-04,-6.42993627e-03
1.13490896e+01,7.48934178e-03,5.75935235e-03,-4.57078312e-03
1.13692474e+01,1.03620933e-02,2.47700606e-03,-2.78380234e-03
1.13894053e+01,1.01253381e-02,4.41658637e-03,-7.85579253e-03
1.14095650e+01,6.77002175e-03,8.05473048e-03,-3.71564226e-03
1.14297228e+01,7.49520073e-03,5.76867303e-03,-6.65417407e-03
1.14498806e+01,3.77582968e-03,5.68425097e-03,-5.25255268e-03
1.14700384e+01,6.64645107e-03,4.02004179e-03,-4.65121074e-03
1.14901972e+01,4.00912249e-03,6.29278319e-03,-3.40138935e-03
1.15103559e+01,6.05176715e-03,6.72607962e-03,-4.40380303e-03
1.15305138e+01,3.96677852e-03,3.60645261e-03,-5.57612674e-03
1.15506716e+01,7.18494225e-03,5.03443973e-03,-5.34389913e-03
1.15708303e+01,6.55883318e-03,5.11619868e-03,-3.75558971e-03
1.15909882e+01,8.00919067e-03,4.00938885e-03,-5.73778059e-03
1.16111469e+01,6.04484277e-03,4.90980363e-03,-5.13297645e-03
1.16313047e+01,5.09542599e-03,2.79418868e-03,-1.93079177e-03
1.16514635e+01,1.92892761e-03,2.10016873e-03,-1.63331663e-03
1.16716213e+01,7.97723234e-03,1.70895050e-03,-4.13455768e-03
1.16917801e+01,5.02698263e-03,1.80349266e-03,-5.21819759e-03
1.17119379e+01,6.84805214e-03,6.59611728e-03,-5.98705234e-03
1.17320967e+01,5.57905622e-03,3.82057088e-03,-7.62782572e-03
1.17522545e+01,5.91248367e-03,5.61261177e-03,-4.81685949e-03
1.17724123e+01,4.67304885e-03,3.73295275e-03,-3.55185801e-03
1.17925711e+01,6.91463146e-03,4.96067014e-03,-2.48233252e-03
1.18127298e+01,8.87098908e-03,2.80617271e-03,-5.50502026e-03
1.18328876e+01,4.15240088e-03,4.45600133e-03,-3.30418395e-03
1.18530455e+01,5.37452521e-03,4.39634640e-03,-5.81634371e-03
1.18732033e+01,7.49413529e-03,6.62168348e-03,-4.42217896e-03
1.18933620e+01,6.45417068e-03,3.52229690e-03,-4.96759452e-03
1.19135208e+01,9.92267206e-03,2.45942920e-03,-5.77240158e-03
1.19336786e+01,5.60835097e-03,3.15717747e-03,-1.39017007e-03
1.19538364e+01,1.92573178e-03,7.42409425e-03,-8.43396503e-03
1.19739923e+01,3.96251725e-03,5.98332379e-03,-5.67865837e-03
1.19941502e+01,6.57294784e-03,6.81023533e-03,-3.99048068e-03
1.20143089e+01,5.33351256e-03,4.79821721e-03,-5.50368847e-03
1.20344677e+01,8.01185332e-03,4.03362373e-03,-3.47356102e-03
1.20546255e+01,9.99004953e-03,5.31780021e-03,-4.05173330e-03
1.20747833e+01,6.72208471e-03,2.89751915e-04,-8.80414434e-03
1.20949411e+01,6.83606835e-03,2.47088075e-03,-7.81557895e-03
1.21151009e+01,5.16733155e-03,1.10840762e-03,-1.88951276e-03
1.21352587e+01,1.62506092e-03,4.78197215e-03,-2.90817185e-03
1.21554165e+01,5.23151364e-03,3.71670770e-03,-6.98067760e-03
1.21755743e+01,8.62491317e-03,4.72444762e-03,-3.69114126e-03
1.21957331e+01,5.50075900e-03,5.40302135e-03,-7.27229379e-03
1.22158918e+01,7.33221509e-03,5.25494944e-03,-7.36257527e-03
1.22360497e+01,6.58200262e-03,5.00807445e-03,-3.98089318e-03
1.22562075e+01,7.38467928e-03,2.71669053e-03,-3.53294937e-03
1.22763662e+01,6.73859660e-03,2.70896754e-03,-4.82857740e-03
1.22965240e+01,7.59347109e-03,4.53829300e-03,-6.02779863e-03
1.23166828e+01,1.61653874e-03,8.36498849e-03,-3.75798647e-03
1.23368406e+01,5.58864372e-03,3.99021432e-03,-3.88928037e-03
1.23569984e+01,4.05253237e-03,4.74069314e-03,-2.41442188e-03
1.23771572e+01,5.37931919e-03,5.68078877e-03,-4.05572820e-03
1.23973150e+01,6.93993131e-03,4.09274595e-03,-5.77772781e-03
1.24174767e+01,4.40433575e-03,2.37047975e-03,-6.65523950e-03
1.24376345e+01,7.04645785e-03,4.74095950e-03,-5.27119450e-03
1.24577923e+01,5.84563846e-03,3.62243177e-03,-3.74546973e-03
1.24779510e+01,4.05572820e-03,4.43629362e-03,-7.04965368e-03
1.24981098e+01,5.40754851e-03,3.95266386e-03,-3.71830538e-03
1.25182676e+01,6.70530694e-03,4.37663868e-03,-4.20885952e-03
1.25384254e+01,8.67151842e-03,4.95081628e-03,-6.99452637e-03
1.25585842e+01,8.14527832e-03,3.35052283e-03,-6.59025833e-03
1.25787420e+01,7.76897324e-03,6.31861575e-03,-3.59207159e-03
1.25989008e+01,7.22169410e-03,3.06689623e-03,-6.07919786e-03
1.26190586e+01,6.06375141e-03,3.63521487e-03,-7.41530582e-03
1.26392174e+01,3.80326039e-03,6.54232129e-03,-3.43734189e-03
1.26593752e+01,3.14625842e-03,5.62965637e-03,-5.78065729e-03
1.26795340e+01,4.93377214e-03,7.64540257e-03,-6.68346882e-03
1.26996918e+01,4.27490612e-03,3.83841409e-03,-6.80570817e-03
1.27198505e+01,6.63739629e-03,2.12493632e-03,-3.41017777e-03
1.27400084e+01,7.71011738e-03,5.67759294e-03,-5.75535744e-03
1.27601662e+01,4.48822556e-03,1.68657990e-03,-6.02167333e-03
1.27803249e+01,5.38491178e-03,3.95825645e-03,-2.80803698e-03
1.28004837e+01,4.47810534e-03,4.03255830e-03,-5.45362104e-03
1.28206415e+01,7.86271691e-03,6.34631282e-03,-7.46670458e-03
1.28407993e+01,6.16601668e-03,5.81740914e-03,-6.97588408e-03
1.28609581e+01,4.35773050e-03,3.30258603e-03,-4.25919332e-03
1.28811169e+01,4.46532201e-03,6.73380261e-03,-4.89995023e-03
1.29012747e+01,8.45740084e-03,6.85524289e-03,-5.35535067e-03
1.29214325e+01,5.67093538e-03,6.45789923e-03,-4.81898990e-03
1.29415903e+01,7.17855059e-03,5.67652797e-03,-7.75672309e-03
1.29617500e+01,3.67569481e-03,2.20030360e-03,-3.50685045e-03
1.29819078e+01,2.99925194e-03,1.66234514e-03,-5.32818632e-03
1.30020657e+01,8.87125544e-03,9.11067426e-03,-5.93032688e-03
1.30222235e+01,6.48133503e-03,4.34894208e-03,-5.52286347e-03
1.30423832e+01,1.22215124e-02,2.87648034e-03,-8.08056351e-03
1.30625410e+01,3.32895131e-03,7.20518222e-03,-6.20223582e-03
1.30826988e+01,1.47973215e-02,1.66127982e-03,-5.86454710e-03
1.31028566e+01,6.19398011e-03,4.68077185e-03,-2.44611339e-03
1.31230154e+01,7.97510240e-03,6.31941482e-03,-2.08179303e-03
1.31431742e+01,1.42399222e-03,2.96702771e-03,-6.60570478e-03
1.31633320e+01,6.89732097e-03,7.41424039e-03,-3.66264535e-03
1.31834898e+01,7.79640395e-03,6.14071684e-03,-1.62319664e-03
1.32036486e+01,5.79024479e-03,3.82509828e-03,-6.54791435e-03
1.32238064e+01,5.05228294e-03,3.03413952e-03,-6.58892700e-03
1.32439651e+01,8.67817644e-03,6.68213749e-03,-1.13264238e-03
1.32641230e+01,4.51192725e-03,2.27513839e-03,-3.20085324e-03
1.32842817e+01,5.18517476e-03,3.64213903e-03,-8.11145641e-03
1.33044395e+01,5.73165528e-03,6.27067918e-03,-3.52842221e-03
1.33245974e+01,5.37718832e-03,1.37525634e-03,-4.03016154e-03
1.33447561e+01,8.12290795e-03,5.31034311e-03,-5.02165640e-03
1.33649149e+01,4.99316072e-03,6.98653655e-03,-5.06666396e-03
1.33850727e+01,7.28640892e-03,4.60460549e-03,-6.02673367e-03
1.34052305e+01,6.26588520e-03,1.79363904e-03,-7.44886138e-03
1.34253883e+01,3.65518848e-03,3.83069087e-03,-3.04852054e-03
1.34455481e+01,8.78710020e-03,7.81051861e-03,-3.35185463e-03
1.34657059e+01,7.19666015e-03,4.45813173e-03,-6.48905849e-03
1.34858637e+01,7.35405320e-03,6.23366097e-03,-5.51940128e-03
1.35060215e+01,6.76655956e-03,6.90131541e-03,-2.81043397e-03
1.35261812e+01,7.49227125e-03,4.57957201e-03,-7.11383577e-03
1.35463390e+01,2.86689284e-03,5.11699775e-03,-4.00938885e-03
1.35664968e+01,5.54470113e-03,4.25892696e-03,-1.99231086e-03
1.35866547e+01,7.60039547e-03,2.02000770e-03,-4.32071229e-03
1.36068134e+01,6.22460619e-03,2.76702433e-03,-5.44669712e-03
1.36269722e+01,8.97671748e-03,6.34498103e-03,-5.55322366e-03
1.36471300e+01,7.36870058e-03,1.22132571e-03,-3.16889537e-03
1.36672878e+01,6.24085171e-03,4.19261446e-03,-5.27252629e-03
1.36874456e+01,7.84886815e-03,7.42382789e-03,-3.53135169e-03
1.37076044e+01,5.09009976e-03,1.79070956e-03,-4.18888591e-03
1.37277632e+01,6.17746823e-03,7.36417295e-03,-6.35776436e-03
1.37479210e+01,6.65071234e-03,4.51059593e-03,-4.75693820e-03
1.37680788e+01,5.84830157e-03,2.94092880e-03,-2.50656717e-03
1.37882376e+01,3.75985075e-03,5.30368509e-03,-3.05997208e-03
1.38083954e+01,7.58228591e-03,4.95134899e-03,-7.49999424e-03
1.38285542e+01,5.73005714e-03,3.93561926e-03,-5.81501238e-03
1.38487120e+01,9.82386898e-03,7.77509855e-03,-3.92576586e-03
1.38688707e+01,7.32422573e-03,5.05547877e-03,-4.44241893e-03
1.38890295e+01,1.96115184e-03,5.32019697e-03,-1.65009464e-03
1.39091873e+01,5.23391040e-03,6.11009030e-03,-2.27300799e-03
1.39293451e+01,5.60062751e-03,3.79660237e-03,-6.33219816e-03
1.39495039e+01,7.71517772e-03,5.17505454e-03,-9.46487486e-03
1.39696617e+01,1.00140180e-02,3.39047029e-03,-4.75480780e-03
1.39898205e+01,1.10987239e-02,6.23339461e-03,-2.65943259e-03
1.40099783e+01,-3.97609954e-04,5.25361765e-03,-2.18618894e-03
1.40301371e+01,-1.12625083e-03,5.77186886e-03,-6.94605662e-03
1.40502949e+01,5.02538518e-04,4.55107586e-03,-2.39817658e-03
1.40704527e+01,-3.06529837e-04,5.87386824e-03,-4.16917866e-03
1.40906115e+01,4.82724560e-03,5.98465558e-03,-7.58787850e-03
1.41107702e+01,7.47975428e-03,2.21654889e-03,-2.97048991e-03
1.41309280e+01,6.35270448e-03,5.14283031e-03,-7.99960364e-03
1.41510859e+01,8.21638480e-03,3.73748015e-03,-5.41021163e-03
1.41712437e+01,4.88556875e-03,6.74525416e-03,-7.80306198e-03
1.41914034e+01,5.12685115e-03,2.41415552e-03,-1.52173021e-03
1.42115612e+01,7.27788638e-03,4.38649254e-03,-3.93189117e-03
1.42317190e+01,2.16941093e-03,4.62777494e-03,-3.51031264e-03
1.42518768e+01,4.77771088e-03,6.16415264e-03,-5.90263028e-03
1.42720356e+01,4.28662403e-03,4.57184855e-03,-3.84906679e-03
1.42921944e+01,8.58203694e-03,6.84538903e-03,-6.30290341e-03
1.43123522e+01,9.36207641e-03,7.19373068e-03,-6.30130526e-03
1.43325100e+01,6.91463146e-03,3.45465261e-03,-4.68636444e-03
1.43526688e+01,7.11649889e-03,2.51615467e-03,-5.83232287e-03
1.43728266e+01,5.38864033e-03,7.87390210e-03,-6.36175927e-03
1.43929853e+01,3.27542191e-03,6.03738613e-03,-3.02481838e-03
1.44131432e+01,5.38304728e-03,2.31268909e-03,-2.88606761e-03
1.44333019e+01,8.93836748e-03,2.54465034e-03,-3.49033880e-03
1.44534597e+01,5.18331025e-03,5.96947549e-03,-7.59613421e-03
1.44736185e+01,5.55562042e-03,5.47146425e-03,-7.02648424e-03
1.44937763e+01,8.08961783e-03,6.80144690e-03,-5.09382831e-03
1.45139351e+01,6.72448147e-03,2.17313936e-04,-6.67254999e-03
1.45340929e+01,6.36362331e-03,2.56116199e-03,-3.31457029e-03
1.45542507e+01,4.79315734e-03,4.30526631e-03,-2.74278969e-03
1.45744095e+01,4.24561137e-03,2.99019716e-03,-4.25413344e-03
1.45945683e+01,6.97002513e-03,1.20028667e-03,-5.49090561e-03
1.46147261e+01,7.09386216e-03,-2.08525511e-04,-2.93427077e-03
1.46348839e+01,1.04704844e-02,7.88029376e-03,-4.34601260e-03
1.46550417e+01,4.66026552e-03,2.03864975e-03,-6.35989476e-03
1.46752014e+01,5.94071345e-03,1.02382563e-02,-3.69700021e-03
1.46953592e+01,6.74871635e-03,6.60943333e-03,-6.05016947e-03
1.47155170e+01,8.64222366e-03,5.17718494e-03,-5.10075223e-03
1.47356749e+01,5.26160747e-03,4.11698082e-03,-7.74074392e-03
1.47558336e+01,7.83954747e-03,5.85948676e-03,-7.52715860e-03
1.47759924e+01,4.31378838e-03,9.75143071e-03,-7.80625781e-03
1.47961502e+01,5.71354572e-03,4.37211152e-03,-5.09489328e-03
1.48163080e+01,7.58921029e-03,1.01879230e-02,-7.26430444e-03
1.48364668e+01,6.95111649e-03,7.64966384e-03,-3.73268663e-03
1.48566256e+01,5.12871565e-03,4.28049872e-03,-1.88471912e-03
1.48767834e+01,7.06350198e-03,3.11563211e-03,-2.85943598e-03
1.48969412e+01,8.16152338e-03,2.69831484e-03,-5.07491967e-03
1.49170990e+01,2.89938343e-03,3.96491401e-03,-5.62939001e-03
1.49372578e+01,8.70773755e-03,6.40197285e-03,-3.94227728e-03
