Vibration iOSApp file: VibrationDatag500-1.csv
Source,Internal Gyroscope
Date and Time,2022-05-01 at 14:39:48
3,  Channels
2048, Points
50.000000, Sample Rate (Hz)
-88.322230, Longitude
36.297386, Latitude
0.000000, Speed (m/s)
Frequency Data State, Velocity
Time,Alpha,Beta,Gamma
7.43838406e+00,4.00432898e-03,4.36252402e-03,-1.26366992e-03
7.45854187e+00,6.71436172e-03,5.52206440e-03,-5.23071457e-03
7.47869968e+00,7.49227125e-03,7.64593529e-03,-7.90399592e-03
7.49885893e+00,5.55695174e-03,5.14016720e-03,-4.03628685e-03
7.51901674e+00,9.02864896e-03,5.66827180e-03,-3.28980293e-03
7.53917503e+00,5.95243135e-03,3.33907129e-03,-8.34874343e-03
7.55933285e+00,6.56628981e-03,5.14868926e-03,-3.72309913e-03
7.57949209e+00,5.55135915e-03,8.77777860e-03,-4.44907695e-03
7.59964991e+00,6.51382562e-03,3.05943936e-03,-5.90209756e-03
7.61980772e+00,5.03763556e-03,3.58434860e-03,-6.25683041e-03
7.63996601e+00,8.37004930e-03,3.83761502e-03,-6.41528890e-03
7.66012478e+00,9.50562116e-03,3.88422050e-03,-3.35078919e-03
7.68028307e+00,4.79342369e-03,4.65760240e-03,-6.35297084e-03
7.70044088e+00,6.16202224e-03,6.60117716e-03,-7.85952061e-03
7.72059870e+00,6.08958397e-03,6.53433194e-03,-6.59611728e-03
7.74075794e+00,5.91328274e-03,5.28371148e-03,-6.15909277e-03
7.76091576e+00,4.81020147e-03,3.23414290e-03,-5.72260050e-03
7.78107405e+00,1.84264116e-03,3.67835816e-03,-3.13533959e-03
7.80123281e+00,4.36252402e-03,5.35987783e-03,-5.01233526e-03
7.82139111e+00,5.93165867e-03,9.88911558e-03,-7.78362108e-03
7.84154892e+00,5.94097981e-03,2.92281923e-03,-4.67571197e-03
7.86170673e+00,6.96176942e-03,5.07731643e-03,-3.63787799e-03
7.88186598e+00,8.17803480e-03,6.76868996e-03,-5.75802056e-03
7.90202379e+00,7.21317157e-03,4.91379853e-03,-5.80089726e-03
7.92218208e+00,2.11588154e-03,2.97714770e-03,-3.79979820e-03
7.94233990e+00,5.76494494e-03,2.97741406e-03,-5.48238354e-03
7.96249676e+00,4.24374733e-03,8.95647705e-03,-4.04187944e-03
7.98265505e+00,5.42059820e-03,4.33296291e-03,-3.77316657e-03
8.00281334e+00,4.91273310e-03,8.62331537e-04,-3.93295614e-03
8.02297211e+00,5.42299496e-03,4.51112865e-03,-6.48746034e-03
8.04312992e+00,8.96872766e-03,7.87576661e-03,-5.61926980e-03
8.06328773e+00,7.93036073e-03,8.09600970e-05,-5.15694497e-03
8.08344555e+00,2.01681186e-03,9.19962395e-03,-6.91356603e-04
8.10360527e+00,5.79477195e-03,5.49916131e-03,-7.59586785e-03
8.12376308e+00,4.17290721e-03,3.55718425e-03,-4.31591878e-03
8.14392090e+00,2.51162727e-03,5.29542938e-03,-6.51169522e-03
8.16407871e+00,9.81667824e-03,2.75264331e-03,-4.79688589e-03
8.18423843e+00,1.03327986e-02,2.43732496e-03,-5.64323831e-03
8.20439625e+00,7.42542557e-03,6.28852239e-03,-4.82990872e-03
8.22455406e+00,6.42833812e-03,2.37926817e-03,-5.76441223e-03
8.24471283e+00,8.13569035e-03,5.69090899e-03,-4.33456106e-03
8.26487160e+00,2.52414402e-03,5.35934512e-03,-2.16275314e-03
8.28502941e+00,5.56760468e-03,5.69676794e-03,-2.83067394e-03
8.30518723e+00,2.99419207e-03,3.06822779e-03,-4.51166136e-03
8.32534599e+00,5.75881964e-03,2.83253822e-03,-5.91141870e-03
8.34550381e+00,3.75585607e-03,1.89563807e-03,-7.51038035e-03
8.36566257e+00,6.48852577e-03,4.56119608e-03,-5.18544111e-03
8.38582039e+00,6.62008580e-03,3.81471193e-03,-4.41924948e-03
8.40598011e+00,8.32690578e-03,5.33670839e-03,-3.22615332e-03
8.42613888e+00,5.52153168e-03,3.63707915e-03,-5.57213183e-03
8.44629669e+00,4.99688927e-03,4.33216430e-03,-4.39315056e-03
8.46645546e+00,7.35112373e-03,3.45944613e-03,-5.02431951e-03
8.48661423e+00,6.23898767e-03,3.60698532e-03,-2.83786445e-03
8.50677204e+00,8.93650297e-03,2.78220442e-03,-7.51544069e-03
8.52692986e+00,5.88265667e-03,1.99683825e-03,-6.05975650e-03
8.54708767e+00,2.86156661e-03,5.47945406e-03,-2.84532132e-03
8.56724739e+00,5.38251502e-03,4.18995135e-03,-3.47649050e-03
8.58740520e+00,1.05700863e-03,5.29915793e-03,-3.22562060e-03
8.60756302e+00,4.58942540e-03,5.11033973e-03,-5.77506470e-03
8.62772083e+00,7.48374872e-03,-2.42613969e-04,-2.99605611e-03
8.64788055e+00,5.98944910e-03,4.74735070e-03,-6.67095231e-03
8.66803837e+00,3.25491535e-03,6.89945137e-03,-4.32231044e-03
8.68819618e+00,7.67815951e-03,6.46082871e-03,-4.34042001e-03
8.70835400e+00,5.69889834e-03,5.39343385e-03,-2.85996869e-03
8.72851276e+00,4.58942540e-03,6.89758733e-03,-2.26368685e-03
8.74867153e+00,7.12661911e-03,2.98646884e-03,-4.07197326e-03
8.76882935e+00,4.72631212e-03,9.87500139e-03,-6.01235265e-03
8.78898811e+00,6.24378119e-03,4.84375749e-03,-6.19211560e-03
8.80914593e+00,7.57056801e-03,4.06132080e-03,-3.72815924e-03
8.82930374e+00,3.37901874e-03,1.79443788e-03,-1.64743140e-03
8.84946251e+00,8.10506474e-03,3.68421711e-03,-6.50370587e-03
8.86962128e+00,3.85439303e-03,5.52099943e-03,-4.37717140e-03
8.88977909e+00,4.74761706e-03,1.59736397e-03,-7.62622803e-03
8.90993690e+00,8.44381843e-03,3.47675686e-03,-3.43947252e-03
8.93009472e+00,2.72654439e-03,5.13350917e-03,-1.31320476e-03
8.95025444e+00,3.48048517e-03,1.84557063e-03,-6.19584415e-03
8.97041225e+00,7.99534190e-03,3.08473944e-03,-6.53086975e-03
8.99057007e+00,7.04885460e-03,1.62106613e-03,-7.30851293e-03
9.01072788e+00,8.78470298e-03,-3.21177213e-04,-5.92020713e-03
9.03088665e+00,7.19612744e-03,6.33326313e-03,-4.12417110e-03
9.05104542e+00,2.15875846e-03,6.22966653e-03,-4.18329332e-03
9.07120323e+00,6.18013181e-03,4.98144282e-03,-6.68613240e-03
9.09136200e+00,5.85469324e-03,4.66825487e-03,-2.41468824e-03
9.11151981e+00,3.68368439e-03,4.86559514e-03,-4.43229917e-03
9.13167858e+00,5.30794635e-03,6.05043583e-03,-5.14336303e-03
9.15183640e+00,6.97934628e-03,5.19183232e-03,-6.82674721e-03
9.17199516e+00,5.46986656e-03,5.60222566e-03,-5.15481457e-03
9.19215202e+00,6.21848088e-03,2.51029572e-03,-4.08262573e-03
9.21231079e+00,5.95695851e-03,4.09088191e-03,-7.09412852e-03
9.23246956e+00,8.04141443e-03,3.55878216e-03,-3.76677513e-03
9.25262737e+00,6.83739968e-03,4.41472232e-03,-5.09276288e-03
9.27278519e+00,4.90927091e-03,6.41448982e-03,-2.98300665e-03
9.29294300e+00,6.65630493e-03,6.54871296e-03,-8.21372122e-03
9.31310272e+00,7.19452975e-03,3.00324685e-03,-4.67784237e-03
9.33326054e+00,6.24031899e-03,5.00088371e-03,-7.77509855e-03
9.35341835e+00,3.95346247e-03,7.19506247e-03,-8.65553971e-03
9.37357616e+00,8.45846627e-03,6.32127933e-03,-1.97633193e-03
9.39373493e+00,3.84214241e-03,6.61688996e-03,-6.44511590e-03
9.41389370e+00,5.31780021e-03,5.96441561e-03,-5.71647519e-03
9.43405151e+00,4.68529947e-03,8.03768635e-03,-3.07408674e-03
9.45421028e+00,1.88471912e-03,3.95213114e-03,-3.38514405e-03
9.47436810e+00,3.48554528e-03,6.73806388e-03,-4.63922648e-03
9.49452591e+00,4.62378003e-03,3.50152422e-03,-5.18410932e-03
9.51468468e+00,7.94101413e-03,4.95614298e-03,-4.73083928e-03
9.53484344e+00,4.31192387e-03,7.20118755e-04,-6.82461634e-03
9.55500126e+00,6.69545308e-03,4.83869715e-03,-6.70131203e-03
9.57515907e+00,6.61955308e-03,5.73485112e-03,-4.95880609e-03
9.59531784e+00,7.80572509e-03,5.74843306e-03,-3.04905302e-03
9.61547661e+00,6.11435156e-03,5.34363277e-03,-6.77268486e-03
9.63563442e+00,6.68133842e-03,8.28136597e-03,-4.51698760e-03
9.65579224e+00,3.28927021e-03,5.02032507e-03,-3.47862090e-03
9.67595005e+00,4.04720567e-03,8.59295577e-03,-5.38224867e-03
9.69610977e+00,8.99802241e-03,7.54526816e-03,-7.74101028e-03
9.71626759e+00,4.88663418e-03,8.05180147e-03,-4.95774066e-03
9.73642540e+00,6.06082194e-03,8.88004433e-03,-5.04029868e-03
9.75658417e+00,6.93407236e-03,5.02565131e-03,-4.92844591e-03
9.77674198e+00,5.56733832e-03,1.82426535e-03,-6.60730246e-03
9.79690075e+00,7.03660399e-03,4.42510843e-03,-5.19103371e-03
9.81705856e+00,6.30982732e-03,6.36149291e-03,-5.09089883e-03
9.83721733e+00,3.32362507e-03,5.11539960e-03,-3.80086340e-03
9.85737514e+00,6.79638702e-04,2.88553513e-03,-4.67038574e-03
9.87753296e+00,4.99981875e-03,2.15689419e-03,-1.75369158e-03
9.89769268e+00,4.79715224e-03,5.71807334e-03,-5.44776209e-03
9.91785049e+00,4.93883202e-03,7.75379362e-03,-5.49596548e-03
9.93800831e+00,8.78923014e-03,2.25383323e-03,-2.16275314e-03
9.95816612e+00,3.55665153e-03,6.38279831e-03,-4.98756813e-03
9.97832584e+00,6.01687981e-03,6.52181497e-03,-8.20812862e-03
9.99848366e+00,6.45230664e-03,6.23046514e-03,-4.54042340e-03
1.00186415e+01,4.11911123e-03,2.59498414e-03,-4.52657510e-03
1.00387993e+01,5.51727088e-03,4.91086906e-03,-6.62541203e-03
1.00589581e+01,4.10259981e-03,5.24962321e-03,-5.52792335e-03
1.00791168e+01,1.20294990e-03,2.26741540e-03,-5.33830654e-03
1.00992746e+01,7.08241062e-03,1.09626362e-02,-4.84855101e-03
1.01194334e+01,9.01187118e-03,7.13620661e-03,-7.09332945e-03
1.01395912e+01,1.07447896e-02,2.64158938e-03,-5.48264990e-03
1.01597490e+01,8.37723911e-03,5.79850050e-03,-3.09805525e-03
1.01799078e+01,6.21688319e-03,4.62670950e-03,-9.24090296e-03
1.02000666e+01,7.49866245e-03,4.26105782e-03,-7.62463035e-03
1.02202244e+01,7.03740306e-03,5.85922087e-03,-4.41312417e-03
1.02403822e+01,5.04802167e-03,5.41740237e-03,-5.14069991e-03
1.02605400e+01,8.83530360e-03,7.89494067e-03,-3.60112637e-03
1.02806997e+01,6.45923102e-03,1.75129471e-03,-4.78809746e-03
1.03008575e+01,2.94252671e-03,5.27066225e-03,-4.77984129e-03
1.03210154e+01,6.65577222e-03,5.74177504e-03,-7.17322435e-03
1.03411741e+01,5.33191487e-03,3.32016288e-03,-3.76917189e-03
1.03613319e+01,6.71356265e-03,5.11593232e-03,-4.86186706e-03
1.03814907e+01,7.28188129e-03,7.95486197e-03,-5.20088710e-03
1.04016485e+01,4.79928264e-03,3.98834981e-03,-5.52499387e-03
1.04218073e+01,5.54203801e-03,2.82641291e-03,-4.43229917e-03
1.04419651e+01,5.14256395e-03,6.39424985e-03,-5.23364404e-03
1.04621229e+01,6.95857359e-03,9.02012642e-03,-6.84991665e-03
1.04822817e+01,3.89034580e-03,3.88422050e-03,-4.52684099e-03
1.05024405e+01,9.00734309e-03,5.08690393e-03,-4.68263589e-03
1.05225983e+01,8.19987338e-03,3.20804375e-03,-3.09858797e-03
1.05427561e+01,5.65176038e-03,2.78806337e-03,-5.59716579e-03
1.05629158e+01,1.91720971e-03,6.47041621e-03,-4.86080162e-03
1.05830736e+01,2.09084782e-03,3.64213903e-03,-3.46210948e-03
1.06032314e+01,1.19860889e-02,1.16619829e-03,-6.87681464e-03
1.06233892e+01,9.67872608e-03,3.55318957e-03,-1.07013797e-02
1.06435480e+01,7.68455118e-03,1.92147074e-03,-6.36442238e-03
1.06637068e+01,3.87862767e-03,7.38441292e-03,-2.56329263e-03
1.06838646e+01,2.10922357e-04,6.18918613e-03,-4.71912138e-03
1.07040224e+01,4.47251275e-03,2.81229801e-03,-7.54686585e-03
1.07241812e+01,7.96311814e-03,6.40090741e-03,-5.71780698e-03
1.07443390e+01,7.04645785e-03,6.67494675e-03,-6.89625554e-03
1.07644978e+01,3.45598417e-03,3.53188417e-03,-4.46452340e-03
1.07846565e+01,5.12045994e-03,4.80860379e-03,-1.11586449e-03
1.08048143e+01,4.54095611e-03,6.08558953e-03,-6.72767730e-03
1.08249722e+01,4.81579406e-03,5.68105513e-03,-4.79661953e-03
1.08451300e+01,1.03501091e-02,6.37400988e-03,-5.07918093e-03
1.08652897e+01,7.20757898e-03,5.08503988e-03,-6.81396388e-03
1.08854475e+01,2.25862698e-03,6.78759860e-03,-3.77609604e-03
1.09056053e+01,4.88583511e-03,6.75936928e-03,-3.71058239e-03
1.09257631e+01,3.81284766e-03,1.05820708e-02,-7.60332507e-04
1.09459229e+01,4.42617387e-03,3.93295614e-03,-4.84402385e-03
1.09660807e+01,7.71491136e-03,5.34842629e-03,-7.54260458e-03
1.09862385e+01,8.53383355e-03,4.83070780e-03,-3.95772373e-03
1.10063972e+01,7.39932666e-03,2.07779836e-03,-4.97984467e-03
1.10265551e+01,8.64568632e-03,2.93720025e-03,-5.33777382e-03
1.10467138e+01,7.44566554e-03,7.05764303e-03,-5.64616779e-03
1.10668716e+01,5.50528662e-03,6.51409209e-04,-5.02724899e-03
1.10870304e+01,5.22086117e-03,6.93407236e-03,-7.87656475e-03
1.11071882e+01,5.92420157e-03,3.17075965e-03,-1.99524034e-03
1.11273460e+01,7.22435722e-03,6.62647747e-03,-3.29592824e-03
1.11475048e+01,7.19239889e-03,6.00329787e-03,-5.04083140e-03
1.11676636e+01,6.67494675e-03,6.70663873e-03,-4.01551416e-03
1.11878223e+01,8.16898048e-03,4.05519549e-03,-8.25606566e-03
1.12079802e+01,7.59959640e-03,3.44160316e-03,-6.33725803e-03
1.12281399e+01,3.19792377e-03,7.87603296e-03,-4.57211491e-03
1.12482977e+01,5.63152041e-03,4.08981647e-03,-3.03413952e-03
1.12684555e+01,1.72359787e-03,3.30951018e-03,-5.42725576e-03
1.12886133e+01,5.95163228e-03,3.03573720e-03,-6.60943333e-03
1.13087721e+01,6.35669893e-03,4.13935119e-03,-7.69919856e-03
1.13289309e+01,5.24909049e-03,4.46292525e-03,-3.93908145e-03
1.13490887e+01,9.25235450e-03,9.63291992e-03,-4.88716690e-03
1.13692465e+01,7.67256692e-03,4.43948945e-03,-1.01519702e-02
1.13894053e+01,3.31803248e-03,2.78726430e-03,-4.88503650e-03
1.14095631e+01,7.37163005e-03,8.24061967e-03,-6.96789473e-03
1.14297218e+01,8.77591502e-03,6.80304505e-03,-6.63047191e-03
1.14498806e+01,2.85757193e-03,5.07811550e-03,-5.36041055e-03
1.14700384e+01,5.89171145e-03,8.76259897e-03,-3.04425950e-03
1.14901962e+01,6.07573567e-03,8.50480516e-03,-5.16653247e-03
1.15103540e+01,2.11428362e-03,1.23277726e-03,-7.13167898e-03
1.15305138e+01,7.44087202e-03,5.79104386e-03,-2.92148767e-03
1.15506716e+01,6.18945248e-03,7.15564750e-03,-5.56547381e-03
1.15708294e+01,1.08513162e-02,8.21345486e-03,-7.71571044e-03
1.15909872e+01,4.13935119e-03,2.14411109e-03,-3.85785522e-03
1.16111469e+01,5.74310683e-03,1.89936650e-03,-4.76119947e-03
1.16313047e+01,7.24113500e-03,6.81076804e-03,-6.41182670e-03
1.16514626e+01,6.52101636e-03,5.23923663e-03,-3.70818540e-03
1.16716213e+01,8.02303944e-03,3.53321573e-03,-3.91271617e-03
1.16917791e+01,7.55698606e-03,2.37980066e-03,-7.03181047e-03
1.17119379e+01,8.31705239e-03,5.30288648e-03,-6.89652190e-03
1.17320957e+01,7.17668654e-03,1.30209932e-02,-7.64700072e-03
1.17522545e+01,5.27758617e-03,6.11435156e-03,-6.37933612e-03
1.17724123e+01,5.31460438e-03,6.75670616e-03,-4.24401369e-03
1.17925701e+01,5.03603742e-03,2.83440226e-03,-4.63176984e-03
1.18127289e+01,6.62035216e-03,2.47274502e-03,-4.35959455e-03
1.18328876e+01,5.10980701e-03,2.05729203e-03,-5.33804018e-03
1.18530455e+01,6.73406897e-03,3.88981309e-03,-4.54335287e-03
1.18732033e+01,5.08184405e-03,3.83681618e-03,-3.32495663e-03
1.18933620e+01,6.39904337e-03,4.79901629e-03,-1.80162850e-03
1.19135208e+01,8.75753909e-03,1.70735258e-03,-1.97606557e-03
1.19336786e+01,4.91033634e-03,2.80377595e-03,-7.87257031e-03
1.19538364e+01,6.13112934e-03,5.24962321e-03,-5.37346024e-03
1.19739933e+01,7.26590212e-03,5.11859544e-03,-2.77421484e-03
1.19941511e+01,5.58118662e-03,5.13723772e-03,-4.67011938e-03
1.20143099e+01,4.00006771e-03,4.10473021e-03,-1.90549169e-03
1.20344687e+01,9.42812301e-03,5.41873369e-03,2.12520259e-04
1.20546265e+01,9.80842207e-03,6.06321869e-03,-7.39772897e-03
1.20747843e+01,4.50047571e-03,2.82614655e-03,-9.08590667e-03
1.20949430e+01,7.11756432e-03,7.99427647e-03,-1.14675716e-03
1.21151018e+01,5.38331363e-03,7.97323789e-03,-1.94890122e-03
1.21352596e+01,4.79235826e-03,4.16545011e-03,-9.57353134e-03
1.21554174e+01,1.44609646e-03,4.39368328e-03,-2.55184085e-03
1.21755762e+01,7.91038759e-03,5.12445439e-03,3.16117221e-04
1.21957340e+01,4.44534840e-03,3.20165232e-03,-5.80382673e-03
1.22158928e+01,8.63237027e-03,5.22325793e-03,-9.61960386e-03
1.22360506e+01,4.56066336e-03,6.42354460e-03,2.33292914e-04
1.22562094e+01,5.16759790e-03,3.44266836e-03,-4.70820256e-03
1.22763672e+01,8.72717891e-03,1.74330524e-03,-9.72826127e-03
1.22965250e+01,4.05652681e-03,5.90529339e-03,-3.25331767e-03
1.23166847e+01,7.45472033e-03,7.35352049e-03,1.34383107e-03
1.23368425e+01,3.97743098e-03,3.67596117e-03,-5.86241623e-03
1.23570004e+01,4.31698421e-03,5.77613013e-03,-4.79608681e-03
1.23771582e+01,8.23715702e-03,5.87786268e-03,-1.32252579e-03
1.23973169e+01,6.81023533e-03,3.09938681e-03,-8.49042367e-03
1.24174786e+01,6.69864891e-03,4.79022786e-03,-7.89866969e-03
1.24376364e+01,9.92160663e-03,4.69169067e-03,-2.42480822e-03
1.24577942e+01,8.48243479e-03,4.77265101e-03,-7.18520861e-03
1.24779520e+01,5.00594405e-03,2.95983721e-03,-7.50558684e-03
1.24981117e+01,7.07788300e-03,7.32955197e-03,-2.68659694e-03
1.25182695e+01,3.05118365e-03,2.29617744e-03,-5.58864372e-03
1.25384274e+01,2.72787595e-03,2.99765402e-03,-8.92904680e-03
1.25585861e+01,7.93994870e-03,4.17557033e-03,-3.91005306e-03
1.25787439e+01,3.16250371e-03,6.03072811e-03,-4.71592555e-03
1.25989027e+01,7.83342216e-03,4.80407616e-03,-8.76552798e-03
1.26190605e+01,7.20837805e-03,2.20056996e-03,-4.18355968e-03
1.26392193e+01,6.97934628e-03,2.82721175e-03,-4.01072064e-03
1.26593771e+01,4.23096400e-03,6.11541700e-03,-6.81476295e-03
1.26795349e+01,4.93616890e-03,7.19452975e-03,-5.35748107e-03
1.26996946e+01,3.99314379e-03,4.19980520e-03,-8.87631613e-04
1.27198524e+01,8.03875178e-03,4.82404977e-03,-4.47837170e-03
1.27400103e+01,1.63518090e-03,-1.17498671e-03,-4.83869715e-03
1.27601681e+01,4.66745626e-03,6.97961263e-03,-3.70925083e-03
1.27803278e+01,8.76259897e-03,3.69060854e-03,-5.55961486e-03
1.28004856e+01,6.78014196e-03,6.60250895e-03,-6.97854720e-03
1.28206434e+01,6.04138104e-03,5.48984017e-03,-5.63498260e-03
1.28408022e+01,1.10145677e-02,8.83237366e-03,-6.68373518e-03
1.28609600e+01,8.80148076e-03,3.58115276e-03,-5.62965637e-03
1.28811188e+01,1.24369620e-03,3.80112976e-03,-4.45120735e-03
1.29012766e+01,2.38326285e-03,3.83282150e-03,-1.62585988e-03
1.29214354e+01,3.43707576e-03,1.58910826e-03,-2.79552024e-03
1.29415932e+01,5.83152380e-03,1.46101019e-03,-7.07335584e-03
1.29617510e+01,8.39375146e-03,4.00352990e-03,-3.02215526e-03
1.29819098e+01,7.39453314e-03,4.73563280e-03,-4.63469932e-03
1.30020685e+01,8.74022860e-03,3.94041324e-03,-6.58493210e-03
1.30222263e+01,9.70482547e-03,6.52953843e-03,-4.43469593e-03
1.30423841e+01,5.04935347e-03,3.46477260e-03,-5.68957720e-03
1.30625429e+01,5.01579745e-03,7.27682142e-03,-4.43389686e-03
1.30827017e+01,5.06400084e-03,5.83738275e-03,-6.29517995e-03
1.31028595e+01,5.54896239e-03,3.21310386e-03,-5.36467182e-03
1.31230173e+01,7.40012573e-03,5.73032349e-03,-6.18545804e-03
1.31431761e+01,7.12289056e-03,9.04329587e-03,-8.41558911e-03
1.31633348e+01,8.09787400e-03,2.77980743e-03,-4.88423742e-03
1.31834917e+01,7.07415491e-03,4.97398572e-03,-2.99046352e-03
1.32036505e+01,1.84344011e-03,2.34677759e-03,-3.91458068e-03
1.32238092e+01,4.85574175e-03,3.84959928e-03,-5.29010314e-03
1.32439671e+01,5.78598352e-03,4.70820256e-03,-1.17951399e-03
1.32641249e+01,4.41924948e-03,2.54811253e-03,-6.69571944e-03
1.32842836e+01,8.99083167e-03,6.88666804e-03,-4.75374237e-03
1.33044415e+01,6.20543165e-03,7.94634037e-03,-3.75239388e-03
1.33246002e+01,5.62752550e-03,2.96303304e-03,-3.45065771e-03
1.33447590e+01,6.91463146e-03,3.16330278e-03,-6.81076804e-03
1.33649168e+01,8.85181502e-03,6.42274553e-03,-4.93829977e-03
1.33850746e+01,4.54255380e-03,4.68929391e-03,-2.79125920e-03
1.34052334e+01,5.06639760e-03,8.41585547e-03,-2.58965790e-03
1.34253922e+01,1.89377379e-03,1.96674443e-03,-2.02639936e-03
1.34455500e+01,4.92658187e-03,5.38331363e-03,-3.71990330e-03
1.34657078e+01,6.36761822e-03,1.65621983e-03,-8.36765207e-03
1.34858656e+01,7.28321308e-03,-4.49008949e-04,-6.55057747e-03
1.35060253e+01,1.00105563e-02,5.95589355e-03,-4.00166586e-03
1.35261831e+01,9.72080417e-03,4.81153326e-03,-4.49062232e-03
1.35463409e+01,1.91454648e-03,3.10258265e-03,-4.20433236e-03
1.35664997e+01,4.60300781e-03,3.54759675e-03,-2.69032526e-03
1.35866575e+01,5.99877024e-03,4.99609020e-03,-3.10391420e-03
1.36068163e+01,7.49626569e-03,5.12125855e-03,-4.56439191e-03
1.36269741e+01,6.01874385e-03,2.98993103e-03,-5.79690281e-03
1.36471329e+01,7.55538791e-03,5.05254930e-03,-5.77426562e-03
1.36672907e+01,3.91857512e-03,4.78969514e-03,-6.11594925e-03
1.36874485e+01,8.77564866e-03,4.21871338e-03,-4.30766307e-03
1.37076082e+01,6.81742607e-03,3.91857512e-03,-5.59450267e-03
1.37277660e+01,6.40756544e-03,4.82884375e-03,-5.39183570e-03
1.37479239e+01,7.35245505e-03,2.31695012e-03,-3.87170352e-03
1.37680817e+01,3.81657621e-03,6.01075473e-04,-2.86556128e-03
1.37882414e+01,8.78124125e-03,6.84965029e-03,-6.72235107e-03
1.38083992e+01,9.05421469e-03,6.96203578e-03,-4.79661953e-03
1.38285570e+01,4.09887126e-03,5.24962321e-03,-3.43627669e-03
1.38487158e+01,2.74092541e-03,5.07918093e-03,-4.98011103e-03
1.38688736e+01,3.11589846e-03,6.49092253e-03,-6.79159351e-03
1.38890324e+01,5.96894277e-03,3.63814435e-03,-4.15133545e-03
1.39091902e+01,7.24220043e-03,5.26879774e-03,-7.04832189e-03
1.39293489e+01,7.73861352e-03,5.84377442e-03,-3.81231518e-03
1.39495068e+01,4.30766307e-03,5.15880948e-03,-2.79046013e-03
1.39696646e+01,7.36284163e-03,4.95747430e-03,-5.31353895e-03
1.39898243e+01,3.70339188e-03,3.19685857e-03,-5.80302812e-03
1.40099821e+01,4.16225428e-03,5.12285670e-03,-5.69010992e-03
1.40301399e+01,7.94580765e-03,6.49598241e-03,-3.40804714e-03
1.40502977e+01,7.38388021e-03,7.21716648e-03,-4.35213791e-03
1.40704565e+01,7.15298438e-03,2.94279307e-03,-4.22137650e-03
1.40906153e+01,3.20617971e-03,4.08635428e-03,-3.31323873e-03
1.41107731e+01,4.60274145e-03,2.84771807e-03,-5.98545466e-03
1.41309319e+01,6.69678487e-03,5.99557441e-03,-4.95001767e-03
1.41510897e+01,7.91704562e-03,5.36200870e-03,-5.19795762e-03
1.41712475e+01,5.88798290e-03,1.61680509e-03,-5.32445777e-03
1.41914062e+01,5.68371825e-03,3.59100639e-03,-1.81787380e-03
1.42115650e+01,2.05063401e-03,6.70157839e-03,-2.05516140e-03
1.42317238e+01,1.85089698e-03,5.29542938e-03,-3.77023709e-03
1.42518816e+01,6.71942160e-03,7.86458049e-03,-4.02190583e-03
1.42720404e+01,4.61366028e-03,6.20729569e-03,-2.03358987e-03
1.42921982e+01,9.08510759e-03,4.70607216e-03,-5.35375252e-03
1.43123560e+01,6.01181993e-03,5.21020824e-03,-4.86852461e-03
1.43325148e+01,6.48692762e-03,6.40596775e-03,-5.30155469e-03
1.43526735e+01,6.43579522e-03,5.02192276e-03,-7.22409086e-03
1.43728313e+01,9.05394834e-03,7.59320473e-03,-2.22001108e-03
1.43929892e+01,4.58809407e-03,4.46771923e-03,-3.91111849e-03
1.44131470e+01,2.97395186e-03,6.20330125e-03,-1.07165601e-03
1.44333067e+01,4.59022447e-03,4.88290563e-03,-5.79423970e-03
1.44534645e+01,6.69758394e-03,5.01073757e-03,-8.74076132e-03
1.44736223e+01,8.70028045e-03,5.90316299e-03,-3.59340315e-03
1.44937811e+01,9.29576345e-03,5.14789019e-03,-2.81735812e-03
1.45139399e+01,4.26957989e-03,4.35693160e-04,-5.99743892e-03
1.45340977e+01,4.72284993e-03,6.49811281e-03,-8.14288110e-03
1.45542555e+01,8.73836409e-03,3.22588696e-03,-4.69621830e-03
1.45744143e+01,6.00223243e-03,3.99527419e-03,-3.18620587e-03
1.45945721e+01,6.37214538e-03,3.09459312e-04,-4.23043128e-03
1.46147308e+01,3.09725641e-03,6.27813581e-03,-4.23522526e-03
1.46348896e+01,9.71547794e-03,4.80780471e-03,-6.05016947e-03
1.46550474e+01,8.98523908e-03,2.87994230e-03,-8.79375823e-03
1.46752052e+01,8.43423139e-03,5.51940128e-03,-7.78521877e-03
1.46953630e+01,6.92421896e-03,5.45628462e-03,-2.66502518e-03
1.47155228e+01,6.37827069e-03,4.75640548e-03,-4.91912477e-03
1.47356806e+01,2.76888860e-03,5.34975808e-03,-2.73586530e-03
1.47558384e+01,5.40781487e-03,4.45387047e-03,-5.68265328e-03
1.47759972e+01,8.08988418e-03,6.57401327e-03,-5.07199019e-03
1.47961550e+01,2.69565172e-03,6.58599753e-03,-2.83972872e-03
1.48163137e+01,6.21315464e-03,3.91244981e-03,-2.11401726e-03
1.48364716e+01,4.67651105e-03,1.39017007e-03,-5.41926641e-03
1.48566303e+01,6.78999536e-03,4.74495394e-03,-6.55856682e-03
1.48767881e+01,6.22620434e-03,1.60641875e-03,-7.13274442e-03
1.48969460e+01,9.60548967e-03,7.96764530e-03,-4.05572820e-03
1.49171057e+01,6.91995770e-03,8.24701134e-03,-4.58702864e-03
1.49372635e+01,4.07410366e-03,4.38649254e-03,-3.75878555e-03
1.49574213e+01,7.41876801e-03,4.23522526e-03,-4.88716690e-03
