Vibration iOSApp file: VibrationDatag500b-1.csv
Source,Internal Gyroscope
Date and Time,2022-05-01 at 14:43:35
3,  Channels
2048, Points
50.000000, Sample Rate (Hz)
-88.322191, Longitude
36.297374, Latitude
0.045677, Speed (m/s)
Frequency Data State, Velocity
Time,Alpha,Beta,Gamma
7.43857431e+00,5.40861394e-03,4.18995135e-03,-5.40195592e-03
7.45873356e+00,5.32046333e-03,3.64240538e-03,-5.61234541e-03
7.47889233e+00,4.22856724e-03,3.15238372e-03,-1.66101358e-03
7.49905014e+00,6.24085171e-03,2.90710665e-03,-4.52737371e-03
7.51920938e+00,4.46984963e-03,4.45387047e-03,-4.11325227e-03
7.53936815e+00,7.77643034e-03,8.56392737e-03,-4.35293699e-03
7.55952740e+00,3.96091957e-03,3.68741271e-03,-3.40112299e-03
7.57968616e+00,6.40570140e-03,5.50741702e-03,-5.54310344e-03
7.59984541e+00,6.76868996e-03,1.82959170e-03,-5.59663307e-03
7.62000322e+00,6.75111311e-03,3.90818901e-03,-2.73799594e-03
7.64016247e+00,9.02944803e-03,4.87598171e-03,-4.54548327e-03
7.66032124e+00,6.34844322e-03,5.46853477e-03,-4.80700564e-03
7.68048048e+00,4.61552432e-03,5.25494944e-03,-4.58596321e-03
7.70063925e+00,4.37610643e-03,5.38730854e-03,-3.96304997e-03
7.72079849e+00,7.36390660e-03,5.81368059e-03,-6.97615044e-03
7.74095631e+00,3.74866556e-03,4.66825487e-03,-6.82408409e-03
7.76111555e+00,5.32685500e-03,3.29433032e-03,-3.03440564e-03
7.78127432e+00,4.12576925e-03,3.96225089e-03,-5.22272522e-03
7.80143356e+00,7.72929238e-03,6.81902375e-03,-4.49941074e-03
7.82159233e+00,6.67894166e-03,6.19344739e-03,-5.21873031e-03
7.84175158e+00,6.17773458e-03,5.18091349e-03,-6.07387163e-03
7.86190939e+00,6.77108718e-03,9.43451468e-03,-6.50210772e-03
7.88206816e+00,4.09700722e-03,4.16252064e-03,-5.32658864e-03
7.90222740e+00,6.56842068e-03,3.11989314e-03,-3.59686534e-03
7.92238617e+00,7.62835843e-03,3.54839582e-03,-6.47148117e-03
7.94254541e+00,8.16471875e-03,3.82802775e-03,-3.16250371e-03
7.96270323e+00,6.31542038e-03,3.57982120e-03,-4.88210702e-03
7.98286009e+00,5.52499387e-03,7.48880906e-03,-5.33191487e-03
8.00301933e+00,5.11460099e-03,3.64373694e-03,-4.05732589e-03
8.02317810e+00,7.58308498e-03,4.64455271e-03,-3.92496679e-03
8.04333687e+00,8.19001906e-03,5.26293879e-03,-3.97796370e-03
8.06349659e+00,6.39398349e-03,4.54015704e-03,-5.34230098e-03
8.08365536e+00,4.86293202e-03,1.94037915e-03,-4.64588450e-03
8.10381317e+00,4.99236165e-03,5.25015593e-03,-2.25569750e-03
8.12397194e+00,7.90612586e-03,4.33562603e-03,-4.12923144e-03
8.14413166e+00,7.96418358e-03,2.91562872e-03,-6.62807515e-03
8.16429043e+00,3.45252198e-03,5.60861733e-03,-5.78012457e-03
8.18444920e+00,5.59130684e-03,4.07410366e-03,-4.15293360e-03
8.20460796e+00,6.03578845e-03,4.41552093e-03,-2.66609062e-03
8.22476578e+00,4.12390474e-03,3.66743910e-03,-4.49727988e-03
8.24492550e+00,5.69330575e-03,2.28685630e-03,-6.58519845e-03
8.26508427e+00,7.88428821e-03,3.16916173e-03,-7.34792789e-03
8.28524303e+00,7.19106756e-03,4.49861167e-03,-4.74175811e-03
8.30540180e+00,8.60360824e-03,4.82032169e-03,-6.52607623e-03
8.32556152e+00,8.18709005e-03,4.27144393e-03,-3.07142362e-03
8.34571934e+00,7.29226787e-03,5.79770142e-03,-2.77741067e-03
8.36587811e+00,4.78037400e-03,4.53056954e-03,-5.90689108e-03
8.38603783e+00,4.56492417e-03,2.57820613e-03,-7.12235784e-03
8.40619755e+00,3.83788138e-03,1.71800517e-03,-5.58811100e-03
8.42635632e+00,7.95885641e-03,3.82696255e-03,-4.55347262e-03
8.44651508e+00,7.28214765e-03,3.14359530e-03,-4.76199808e-03
8.46667290e+00,6.95484504e-03,4.11245320e-03,-5.09063248e-03
8.48683262e+00,9.81401466e-03,6.45017624e-03,-5.98279154e-03
8.50699139e+00,5.56680560e-03,4.64162324e-03,-5.51274326e-03
8.52715015e+00,6.12580311e-03,2.01175176e-03,-3.92842898e-03
8.54730892e+00,5.76467859e-03,4.12097527e-03,-5.64377103e-03
8.56746864e+00,3.06929322e-03,4.34840936e-03,-6.00116700e-03
8.58762646e+00,4.78143943e-03,2.39604595e-03,-6.76868996e-03
8.60778522e+00,5.79823414e-03,4.81339730e-03,-4.66825487e-03
8.62794399e+00,7.12528732e-03,5.39396657e-03,-3.76704126e-03
8.64810371e+00,7.84833543e-03,5.38810762e-03,-4.66053188e-03
8.66826248e+00,5.13777044e-03,1.82799378e-03,-5.59876347e-03
8.68842125e+00,4.45759902e-03,4.11112187e-03,-6.44644769e-03
8.70857906e+00,7.06856232e-03,7.99907092e-03,-4.12497018e-03
8.72873783e+00,6.04644092e-03,6.66482700e-03,-2.96676136e-03
8.74889755e+00,2.05888972e-03,5.78358676e-03,-3.73242027e-03
8.76905632e+00,5.47119789e-03,3.05464584e-03,-4.41046106e-03
8.78921509e+00,6.76469551e-03,4.25866107e-03,-8.82731378e-03
8.80937386e+00,8.41052923e-03,4.35533375e-03,-5.89171145e-03
8.82953358e+00,8.23076535e-03,4.55933157e-03,-6.98174303e-03
8.84969139e+00,5.89570589e-03,8.06112215e-03,-4.88077523e-03
8.86985016e+00,4.66825487e-03,4.23202943e-03,-4.32470720e-03
8.89000893e+00,5.49143832e-03,4.96306689e-03,-4.16331971e-03
8.91016865e+00,2.86449608e-03,5.24030207e-03,-2.17953091e-03
8.93032742e+00,7.60146044e-03,5.34496410e-03,-5.16493479e-03
8.95048618e+00,6.22087810e-03,6.97268825e-03,-5.47279604e-03
8.97064495e+00,7.63741322e-03,3.67276534e-03,-2.69964640e-03
8.99080372e+00,1.04166884e-02,2.55530304e-03,-4.06078808e-03
9.01096249e+00,8.06911197e-03,2.87168659e-03,-3.10204993e-03
9.03112125e+00,4.32310952e-03,2.87275179e-03,-6.40756544e-03
9.05128098e+00,8.99535883e-03,5.15454821e-03,-7.34047079e-03
9.07143974e+00,6.45310571e-03,5.19263139e-03,-2.59658205e-03
9.09159851e+00,7.40997959e-03,4.94096288e-03,-3.85998562e-03
9.11175632e+00,5.50581934e-03,2.95530981e-03,-4.80833743e-03
9.13191509e+00,2.06874358e-03,3.97050707e-03,-5.82699664e-03
9.15207481e+00,1.78538321e-03,7.48880906e-04,-5.47972042e-03
9.17223358e+00,8.12397245e-03,2.64025782e-03,-5.10181766e-03
9.19239235e+00,8.37377738e-03,3.17981420e-03,-5.69969742e-03
9.21255112e+00,8.83210730e-03,4.98943217e-03,-5.33564342e-03
9.23271084e+00,3.86957312e-03,7.44779641e-03,-5.34389913e-03
9.25286865e+00,5.03603742e-03,2.38139858e-03,-5.92899555e-03
9.27302742e+00,1.10372044e-02,5.79610374e-03,-5.58384974e-03
9.29318619e+00,8.90987180e-03,5.37692197e-03,-3.30072176e-03
9.31334591e+00,7.90266413e-03,3.78941186e-03,-6.94019767e-03
9.33350468e+00,4.70846891e-03,4.80540795e-03,-6.49571605e-03
9.35366344e+00,1.70282519e-03,5.06346812e-03,-6.50876574e-03
9.37382126e+00,4.47597494e-03,4.28183051e-03,-6.31888211e-03
9.39398098e+00,5.21074096e-03,8.96260235e-03,-4.62378003e-03
9.41413975e+00,9.41027980e-03,8.89762130e-04,-3.40245455e-03
9.43429852e+00,9.72320139e-03,7.66031630e-03,-7.48108560e-03
9.45445728e+00,7.08800321e-03,2.44558090e-03,-6.00942317e-03
9.47461700e+00,7.17562111e-03,6.11781375e-03,-4.73776367e-03
9.49477577e+00,7.49120582e-03,6.36202563e-03,-5.60116023e-03
9.51493359e+00,5.77107025e-03,5.81155019e-03,-4.38755797e-03
9.53509235e+00,8.79402459e-03,5.86428074e-03,-5.25388401e-03
9.55525112e+00,6.84006279e-03,5.79929957e-03,-5.26666734e-03
9.57541084e+00,4.42404300e-03,3.82376672e-03,-4.12337249e-03
9.59556961e+00,4.93537029e-03,3.64320446e-03,-3.93402157e-03
9.61572838e+00,4.08928376e-03,6.23525912e-03,-5.69303939e-03
9.63588715e+00,8.84489063e-03,6.92128949e-03,-7.58468267e-03
9.65604591e+00,6.18332718e-03,5.08850208e-03,-6.45337207e-03
9.67620468e+00,7.88402185e-03,5.13057970e-03,-5.79716917e-03
9.69636345e+00,6.79185987e-03,4.64561814e-03,-3.78887914e-03
9.71652222e+00,8.65287706e-03,3.12362169e-03,-3.85971926e-03
9.73668194e+00,7.90745765e-03,1.97872869e-03,-7.80838821e-03
9.75684071e+00,8.74209218e-03,4.75613913e-03,-5.09462692e-03
9.77699947e+00,6.03578845e-03,3.92603222e-03,-5.49729727e-03
9.79715729e+00,5.03177661e-03,9.64596926e-04,-3.97982774e-03
9.81731701e+00,4.27144393e-03,5.80089726e-03,-5.60701918e-03
9.83747578e+00,4.88157431e-03,3.23840388e-04,-7.26004317e-03
9.85763454e+00,4.74788342e-03,4.46106121e-03,-5.67679433e-03
9.87779331e+00,2.67940643e-03,7.26750027e-03,-4.96280054e-03
9.89795208e+00,4.35613235e-03,5.53404866e-03,-2.79285712e-03
9.91811085e+00,5.01073757e-03,4.03815135e-03,-4.55294037e-03
9.93826962e+00,5.56307705e-03,5.87946083e-03,-4.19075042e-03
9.95842838e+00,5.50235715e-03,3.81604349e-03,-8.39987677e-03
9.97858715e+00,8.99695698e-03,5.99530805e-03,-7.19319796e-03
9.99874592e+00,6.20330125e-03,6.05070172e-03,-3.93082574e-03
1.00189047e+01,5.72419818e-03,5.85709000e-03,-2.20243423e-03
1.00390644e+01,6.00143336e-03,6.59025833e-03,-4.67331521e-03
1.00592232e+01,6.87015662e-03,4.99928603e-03,-3.68341804e-03
1.00793810e+01,6.05549570e-03,5.36280731e-03,-6.39132038e-03
1.00995398e+01,6.76948903e-03,6.71888888e-03,-2.73400126e-03
1.01196985e+01,7.74154300e-03,2.89352448e-03,-6.06561545e-03
1.01398582e+01,9.06539988e-03,5.76787442e-03,-3.38780717e-03
1.01600170e+01,1.03469137e-02,4.25519887e-03,-6.09517656e-03
1.01801758e+01,6.38759183e-03,2.83706537e-03,-7.87470117e-03
1.02003336e+01,5.96920913e-03,2.38592597e-03,-7.73541769e-03
1.02204933e+01,4.88077523e-03,4.22004517e-03,-5.87040605e-03
1.02406521e+01,3.73215391e-03,5.23790531e-03,-2.99552362e-03
1.02608109e+01,9.61108226e-03,2.80830334e-03,-3.72070237e-03
1.02809696e+01,5.47306240e-03,5.20727877e-03,-5.04722307e-03
1.03011293e+01,7.77616398e-03,6.61742268e-03,-6.13911869e-03
1.03212881e+01,6.86722714e-03,4.34787665e-03,-4.23975242e-03
1.03414459e+01,3.09459306e-03,4.43815812e-03,-4.95161535e-03
1.03616047e+01,6.27121190e-03,9.55994893e-03,-3.33614182e-03
1.03817644e+01,4.87251952e-03,3.91537929e-03,-6.80091465e-03
1.04019232e+01,6.67068595e-03,5.40195592e-03,-5.26347151e-03
1.04220819e+01,5.24056843e-03,4.69248975e-03,-2.76169810e-03
1.04422407e+01,5.91967441e-03,6.20649708e-03,-5.00674266e-03
1.04624004e+01,4.82724560e-03,8.40600114e-03,-5.06693032e-03
1.04825583e+01,9.94344428e-03,2.94652139e-03,-6.20383350e-03
1.05027170e+01,9.68884584e-03,5.24642738e-03,-5.42352768e-03
1.05228758e+01,6.57401327e-03,6.46082871e-03,-3.03706899e-03
1.05430346e+01,9.38311499e-03,5.39316749e-03,-5.64989634e-03
1.05631943e+01,3.28580802e-03,3.03254160e-03,-3.77609604e-03
1.05833530e+01,3.66717274e-03,5.08583849e-03,-5.08956704e-03
1.06035118e+01,7.34899286e-03,2.60963151e-03,-4.36145905e-03
1.06236706e+01,4.05199965e-03,6.91143563e-03,-4.77105286e-03
1.06438293e+01,3.26503557e-03,6.48772670e-03,-4.37690504e-03
1.06639881e+01,5.68611501e-03,8.17137677e-03,-5.45069156e-03
1.06841469e+01,5.26720006e-03,4.10792604e-03,-3.98142589e-03
1.07043056e+01,5.36334002e-03,7.37429317e-03,-6.54977839e-03
1.07244654e+01,9.62732732e-03,5.11699775e-03,-5.07997954e-03
1.07446241e+01,9.33065079e-03,3.19339638e-03,-6.82328502e-03
1.07647820e+01,1.05128279e-02,6.10343274e-03,-3.84294149e-03
1.07849407e+01,6.16202224e-03,6.26854831e-03,-5.55029418e-03
1.08051004e+01,4.95294714e-03,2.62348005e-03,-6.78253872e-03
1.08252592e+01,7.18174642e-03,3.27568804e-03,-4.86586150e-03
1.08454180e+01,3.68927699e-03,3.54466727e-03,-4.64934669e-03
1.08655767e+01,2.89538875e-03,6.73406897e-03,-4.67038574e-03
1.08857365e+01,7.06909457e-03,3.39792715e-03,-1.86527800e-03
1.09058952e+01,6.72448147e-03,6.40942995e-03,-3.95159842e-03
1.09260530e+01,4.11058916e-03,4.67677694e-03,-3.83974565e-03
1.09462118e+01,5.15854312e-03,6.08931761e-03,-6.64725015e-03
1.09663715e+01,2.08632043e-03,3.90552566e-03,-4.20939224e-03
1.09865303e+01,7.41637079e-03,5.04935347e-03,-1.80722110e-03
1.10066891e+01,7.48854270e-03,6.58146990e-03,-5.25814528e-03
1.10268488e+01,4.33003344e-03,5.06719667e-03,-5.15561365e-03
1.10470076e+01,7.05684442e-03,7.84673821e-03,-4.80008172e-03
1.10671654e+01,2.75317603e-03,5.58464881e-03,-6.41076127e-03
1.10873241e+01,5.21473587e-03,3.34945763e-03,-1.96008664e-03
1.11074829e+01,6.94712205e-03,4.08076169e-03,-3.46743572e-03
1.11276426e+01,5.19609358e-03,4.86026891e-03,-5.34922536e-03
1.11478014e+01,4.40912927e-03,5.05973957e-03,-6.69838255e-03
1.11679602e+01,3.17102578e-03,4.05199965e-03,-6.22167671e-03
1.11881189e+01,6.16601668e-03,5.74710174e-03,-5.36147598e-03
1.12082777e+01,3.13853542e-03,6.45070896e-03,-3.33694089e-03
1.12284365e+01,6.24298211e-03,2.83573382e-03,-3.89061193e-03
1.12485952e+01,1.16049908e-02,3.13134468e-03,-8.54555145e-03
1.12687540e+01,1.03024384e-02,6.07467024e-03,-8.68589990e-03
1.12889137e+01,6.68373518e-03,5.84031222e-03,-6.08718721e-03
1.13090725e+01,3.03254160e-03,3.83601710e-03,-3.60192545e-03
1.13292313e+01,6.41315803e-03,2.57527665e-03,-6.31142547e-03
1.13493891e+01,1.02057662e-02,4.62591089e-03,-8.33782461e-03
1.13695488e+01,8.61426070e-03,5.32259373e-03,-3.73534975e-03
1.13897076e+01,4.57850657e-03,4.69861506e-03,-4.84961644e-03
1.14098663e+01,4.23948606e-03,7.97616725e-04,-5.39396657e-03
1.14300251e+01,6.64538564e-03,6.05602842e-03,-4.82937647e-03
1.14501848e+01,8.93730205e-03,2.84345704e-03,-6.63393410e-03
1.14703436e+01,8.12237523e-03,5.37186209e-03,-6.51782053e-03
1.14905014e+01,6.41688658e-03,6.92821341e-03,-6.23259600e-03
1.15106602e+01,3.66770546e-03,3.28527554e-03,-3.39659560e-03
1.15308189e+01,3.65252537e-03,2.89645395e-03,-3.87782883e-03
1.15509787e+01,7.01769581e-03,5.28744003e-03,-7.60598807e-03
1.15711374e+01,4.31645149e-03,2.82295072e-03,-4.28023236e-03
1.15912962e+01,7.26856571e-03,4.07330506e-03,-4.28475998e-03
1.16114550e+01,7.50718452e-03,7.50532048e-03,-6.65390771e-03
1.16316147e+01,5.42299496e-03,3.18301003e-03,-5.76254772e-03
1.16517725e+01,6.06375141e-03,5.71967103e-03,-5.49623184e-03
1.16719313e+01,5.02858078e-03,6.70663873e-03,-6.06588181e-03
1.16920900e+01,6.54791435e-03,8.76845792e-03,-2.68792850e-03
1.17122498e+01,7.05817575e-03,9.50482208e-04,-9.28111607e-04
1.17324085e+01,5.04455948e-03,6.36681914e-03,-5.64856455e-04
1.17525673e+01,6.43393071e-03,5.39529789e-03,-8.08189530e-03
1.17727261e+01,4.47730627e-03,6.67734398e-03,-7.53781106e-03
1.17928848e+01,3.88102466e-03,3.89886787e-03,-6.57667639e-03
1.18130436e+01,8.71572737e-03,6.46189414e-03,-5.29516302e-03
1.18332024e+01,7.19506247e-03,3.40405246e-03,-3.70365800e-03
1.18533611e+01,7.98815116e-03,2.35743029e-03,-2.63120304e-03
1.18735209e+01,5.19289775e-03,5.85362781e-03,-5.58518153e-03
1.18936796e+01,4.35932819e-03,3.48048517e-03,-6.71382900e-03
1.19138384e+01,6.29917486e-03,7.80998636e-03,-5.83791547e-03
1.19339962e+01,5.63578168e-03,7.30851293e-03,-2.56062928e-03
1.19541559e+01,5.56360977e-03,7.34153623e-03,-5.94044710e-03
1.19743147e+01,5.79344062e-03,5.80302812e-03,-5.60755190e-03
1.19944725e+01,5.15135238e-03,4.30393452e-03,-6.49598241e-03
1.20146313e+01,1.73425046e-03,3.62962228e-03,-6.25043921e-03
1.20347910e+01,7.44726369e-03,6.64192392e-03,-3.85812134e-03
1.20549498e+01,4.10899101e-03,5.68611501e-03,-6.39078766e-03
1.20751085e+01,4.76812338e-03,2.52201362e-03,-4.07596817e-03
1.20952673e+01,9.45289060e-03,4.10020258e-03,-4.89968387e-03
1.21154261e+01,9.56527516e-03,4.40939562e-03,-6.09863875e-03
1.21355848e+01,6.45949738e-03,4.45946306e-03,-6.19371375e-03
1.21557436e+01,7.65791954e-03,6.92341989e-03,-5.33537706e-03
1.21759024e+01,5.33777382e-03,5.64936362e-03,-6.88373856e-03
1.21960621e+01,7.26217404e-03,7.50798360e-03,-7.60332495e-03
1.22162209e+01,5.91248367e-03,5.06533217e-03,-3.83521826e-03
1.22363796e+01,6.05656113e-03,6.30876236e-03,-4.56732139e-03
1.22565374e+01,6.28452748e-03,4.95241443e-03,-5.22698602e-03
1.22766962e+01,3.61417583e-03,5.26640099e-03,-6.42833812e-03
1.22968559e+01,5.46214357e-03,3.73348547e-03,-5.34389913e-03
1.23170147e+01,7.66777340e-03,6.92901248e-03,-6.35510124e-03
1.23371735e+01,4.95374575e-03,6.16974523e-03,-3.13294260e-03
1.23573322e+01,5.70608908e-03,2.50177342e-03,-3.97609966e-03
1.23774920e+01,7.35671632e-03,1.82160223e-03,-5.44003909e-03
1.23976498e+01,7.40145706e-03,3.81630985e-03,-5.00647631e-03
1.24178085e+01,8.55487213e-03,4.56625596e-03,-6.76070061e-03
1.24379673e+01,7.35511817e-03,3.66104743e-03,-3.06876050e-03
1.24581270e+01,6.75564073e-03,4.57770750e-03,-4.16198792e-03
1.24782858e+01,9.01559927e-03,5.44456672e-03,-3.62136634e-03
1.24984446e+01,8.74448940e-03,7.56524177e-03,-5.62273199e-03
1.25186033e+01,5.08477353e-03,7.06802960e-03,-5.72020374e-03
1.25387630e+01,7.13514118e-03,6.23419369e-03,-5.83924679e-03
1.25589209e+01,5.87493321e-03,4.30633128e-03,-2.67780852e-03
1.25790796e+01,6.48639491e-03,6.79026172e-03,-4.17317357e-03
1.25992384e+01,8.71439558e-03,5.44430036e-03,-6.38705911e-03
1.26193981e+01,5.47918770e-03,4.73749731e-03,-5.65708661e-03
1.26395569e+01,6.70131203e-03,3.96198453e-03,-5.35854651e-03
1.26597157e+01,5.37399249e-03,8.32211226e-03,-5.00567770e-03
1.26798744e+01,5.05894097e-03,4.39181877e-03,-6.23792224e-03
1.27000341e+01,8.75620730e-03,2.48712604e-03,-4.52284655e-03
1.27201920e+01,3.53241689e-03,7.08800321e-03,-3.30125447e-03
1.27403507e+01,6.96230214e-03,6.46722037e-03,-5.06027229e-03
1.27605095e+01,3.71164759e-03,5.08184405e-03,-3.19712493e-03
1.27806683e+01,3.96304997e-03,3.31270602e-03,-3.81444558e-03
1.28008280e+01,5.08397445e-03,4.07676678e-03,-5.13377553e-03
1.28209867e+01,7.58148683e-03,6.28665788e-03,-6.41049491e-03
1.28411455e+01,6.08878536e-03,7.54739856e-03,-6.31355587e-03
1.28613043e+01,1.00907171e-02,4.57371259e-03,-6.72341650e-03
1.28814631e+01,8.21505301e-03,3.62189906e-03,-3.47515894e-03
1.29016218e+01,1.73318526e-03,5.95003460e-03,-6.37667300e-03
1.29217806e+01,6.06481684e-03,2.89299176e-03,-5.96148614e-03
1.29419394e+01,4.65760240e-03,4.66718990e-03,-5.42912027e-03
1.29620981e+01,5.09249652e-03,3.91990691e-03,-2.68419995e-03
1.29822569e+01,5.20355022e-03,2.36222381e-03,-5.78252180e-03
1.30024166e+01,5.04669035e-03,2.09670677e-03,-3.57209798e-03
1.30225754e+01,7.21769920e-03,2.80830334e-03,-4.84615425e-03
1.30427332e+01,5.67919109e-03,6.14764122e-03,-5.76228183e-03
1.30628920e+01,4.30819578e-03,6.66669104e-03,-6.31728442e-03
1.30830507e+01,5.79423970e-03,4.17370582e-03,-3.50818201e-03
1.31032104e+01,7.72103667e-03,4.93244082e-03,-3.70712020e-03
1.31233692e+01,5.26054204e-03,3.71111487e-03,-5.10208402e-03
1.31435280e+01,7.27309287e-03,3.31457029e-03,-3.75452451e-03
1.31636868e+01,6.80624088e-03,5.08903433e-03,-6.32660557e-03
1.31838465e+01,5.24163339e-03,3.54440114e-03,-5.37718832e-03
1.32040043e+01,6.78679952e-03,7.87123851e-03,-5.70768677e-03
1.32241631e+01,6.26322208e-03,5.96894277e-03,-6.79878378e-03
1.32443218e+01,7.15484843e-03,3.87410051e-03,-3.80832027e-03
1.32644815e+01,6.99559133e-03,6.57348055e-03,-3.67649388e-03
1.32846403e+01,7.35911308e-03,7.94154650e-04,-4.40327032e-03
1.33047991e+01,8.46006349e-03,7.96418358e-03,-4.39448189e-03
1.33249578e+01,7.61158066e-03,7.66431121e-03,-5.44829480e-03
1.33451176e+01,4.31405474e-03,4.91033634e-03,-7.70532386e-03
1.33652754e+01,6.14124956e-03,9.08670540e-04,-7.16017466e-03
1.33854342e+01,7.56896986e-03,3.66344443e-03,-4.39368328e-03
1.34055929e+01,3.83894658e-03,5.86587843e-03,-4.90367832e-03
1.34257526e+01,5.89357549e-03,4.58596321e-03,-5.01899328e-03
1.34459114e+01,3.81417922e-03,4.93457122e-03,-5.35508431e-03
1.34660702e+01,1.86847383e-03,5.32578956e-03,-4.19021770e-03
1.34862289e+01,5.48984017e-03,7.90186506e-03,-1.71454309e-03
1.35063877e+01,6.50610263e-03,6.57907315e-03,-4.86985641e-03
1.35265465e+01,7.97590148e-03,3.38807353e-03,-4.47996939e-03
1.35467052e+01,7.51810381e-03,6.63366774e-03,-7.21982960e-03
1.35668640e+01,6.57933950e-03,5.17132599e-03,-2.54971045e-03
1.35870228e+01,9.53305140e-03,4.10206709e-03,-5.58225205e-03
1.36071825e+01,4.47917078e-03,6.81715971e-03,-5.72899217e-03
1.36273413e+01,3.57928849e-03,4.30579903e-03,-4.18861955e-03
1.36475000e+01,8.75221286e-03,3.12788272e-03,-4.11538268e-03
1.36676588e+01,5.66614140e-03,3.68661387e-03,-7.30718113e-03
1.36878176e+01,6.08771993e-03,4.32097865e-03,-4.78570024e-03
1.37079763e+01,8.17430671e-03,6.78440277e-03,-5.31566935e-03
1.37281351e+01,6.42674044e-03,3.81710869e-03,-6.14817347e-03
1.37482939e+01,9.51547455e-03,4.89488989e-03,-5.75296069e-03
1.37684536e+01,1.07682254e-02,6.25390094e-03,-5.13883540e-03
1.37886124e+01,6.77135354e-03,2.13452359e-03,-5.79929957e-03
1.38087711e+01,4.88184066e-03,9.43025341e-04,-6.18892023e-03
1.38289299e+01,6.05895789e-03,7.86884222e-03,-4.70607216e-03
1.38490877e+01,8.04274622e-03,3.21470178e-03,-5.73085621e-03
1.38692474e+01,1.01461112e-02,4.57318034e-03,-8.26778356e-03
1.38894062e+01,6.36868319e-03,5.70555637e-03,-5.30901179e-03
1.39095650e+01,3.95985413e-03,4.09967033e-03,-6.69571944e-03
1.39297237e+01,3.07701621e-03,5.16014080e-03,-6.22567162e-03
1.39498835e+01,4.60487185e-03,3.79234133e-03,-4.54521691e-03
1.39700432e+01,1.54010602e-03,4.97132260e-03,-5.28131472e-03
1.39902020e+01,2.81176553e-03,3.99580691e-03,-4.43576090e-03
1.40103607e+01,1.05114968e-03,4.75320965e-03,-1.69696624e-03
1.40305185e+01,2.96942471e-03,4.93483734e-04,-4.19927249e-03
1.40506783e+01,3.40298726e-03,2.82907602e-03,-5.95562719e-03
1.40708370e+01,6.94978517e-03,7.09439488e-03,-5.66534232e-03
1.40909958e+01,1.03096291e-02,8.08748789e-03,-8.38309806e-03
1.41111546e+01,6.49305293e-03,7.33221509e-03,-6.19398011e-03
1.41313143e+01,2.21521733e-03,3.42748826e-03,-2.78673181e-03
1.41514730e+01,7.82330241e-03,3.61311063e-03,-4.38409578e-03
1.41716318e+01,5.89357549e-03,4.48502973e-03,-6.33566000e-04
1.41917896e+01,9.81055293e-03,4.94149514e-03,-6.27493998e-03
1.42119493e+01,8.61745700e-03,3.77263408e-03,-6.76256511e-03
1.42321081e+01,4.27623792e-03,5.98971546e-03,-3.85865406e-03
1.42522669e+01,6.67068595e-03,3.98328993e-03,-3.98701848e-03
1.42724257e+01,7.38947280e-03,3.21869645e-03,-3.69300554e-03
1.42925844e+01,4.91805933e-03,5.84324170e-03,-6.82381773e-03
1.43127441e+01,6.96603023e-03,6.57135015e-03,-4.42830427e-03
1.43329029e+01,3.06902686e-03,3.25145340e-03,-5.46986656e-03
1.43530607e+01,7.57722603e-03,5.05148387e-03,-4.30420088e-03
1.43732195e+01,9.76900756e-03,5.96121978e-03,-4.02430259e-03
1.43933792e+01,3.34945763e-03,6.32154522e-03,-2.86689284e-03
1.44135380e+01,5.43924002e-03,6.66509336e-03,-5.12578618e-03
1.44336967e+01,6.26109168e-03,3.42615671e-03,-5.26879774e-03
1.44538555e+01,6.21981267e-03,4.95241443e-03,-2.47993553e-03
1.44740152e+01,7.60731939e-03,5.92260389e-03,-3.37742083e-03
1.44941740e+01,5.21793170e-03,7.40784872e-03,-3.48980632e-03
1.45143318e+01,3.71351186e-03,5.47785591e-03,-4.91592893e-03
1.45344906e+01,4.20246832e-03,6.73300400e-03,-5.31247351e-03
1.45546503e+01,3.78887914e-03,3.45092406e-03,-4.12417110e-03
1.45748091e+01,8.35939590e-03,-2.74571910e-04,-3.31963017e-03
1.45949678e+01,8.10799375e-03,6.39824430e-03,-5.03097754e-03
1.46151266e+01,6.30210433e-03,6.46082871e-03,-4.04773839e-03
1.46352863e+01,9.34050512e-03,5.75322704e-03,-5.80089726e-03
1.46554451e+01,4.54468420e-03,3.45811457e-03,-5.93618583e-03
1.46756029e+01,5.71434479e-03,3.71670770e-03,-5.49490005e-03
1.46957617e+01,8.91120359e-03,6.67414814e-03,-3.61444219e-03
1.47159204e+01,5.96015435e-03,3.37369251e-03,-4.78197215e-03
1.47360802e+01,5.93512086e-03,4.50020935e-03,-5.81980590e-03
1.47562389e+01,6.34151930e-03,5.24110114e-03,-3.86371417e-03
1.47763977e+01,3.77476448e-03,6.10662811e-03,-5.36254095e-03
1.47965565e+01,2.84958235e-03,4.61472571e-03,-3.24719236e-03
1.48167162e+01,8.56392737e-03,2.04956881e-03,-5.44270221e-03
1.48368750e+01,7.48481415e-03,6.06534956e-03,-8.36339127e-03
1.48570328e+01,1.20713105e-02,5.55482134e-03,-4.73829638e-03
1.48771915e+01,7.63022294e-03,5.81794186e-03,-5.30182105e-03
1.48973513e+01,3.62482853e-03,3.28500918e-03,-4.23442619e-03
1.49175100e+01,5.60515514e-03,3.55265685e-03,-5.15135238e-03
1.49376688e+01,6.20090403e-03,5.36547042e-03,-4.51965071e-03
1.49578276e+01,5.53111918e-03,6.15856005e-03,-6.91383239e-03
